Restaurant,Food Category,Item_Name,Item Description 2015,Servings Per Item 2015,Serving Size 2015,Serving Size Unit 2015,Servings Size Text 2015,Calories,Fat,Carbohydrates,Sugar,Protein,Menu_Item_ID
Subway,Salads,"Monterey Chicken Melt Salad","Monterey Chicken Melt Salad w/ Monterey Cheddar, Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing, Salads, Chopped Salad Meal; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,355,g,,190,7,10,4,22,102293
Subway,Salads,"Oven Roasted Chicken Salad","Oven Roasted Chicken Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Low Fat Chopped Salad, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,355,g,,140,"	2.5",10,4,19,1795
Subway,Salads,"Roast Beef Salad","Roast Beef Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Cheese & Dressing, Low Fat Chopped Salad, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,355,g,,140,"	3.5",11,5,19,1894
Subway,Salads,"Spicy Italian Salad","Spicy Italian Salad w/ Pepperoni, Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Chopped Salads, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,343,g,,310,23,11,6,14,23836
Subway,Salads,"Steak & Cheese Salad","Steak & Cheese Salad w/ American Cheese, Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing, Chopped Salads, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,366,g,,210,8,14,6,20,23838
Subway,Salads,"Subway Club Salad","Subway Club Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Low Fat Chopped Salad, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,362,g,,140,"	3.5",12,5,18,1897
Subway,Salads,"Subway Melt Salad","Subway Melt Salad w/ Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing, Chopped Salads, Salads",,363,g,,200,10,13,6,18,23842
Subway,Salads,"Sweet Onion Chicken Teriyaki Salad","Sweet Onion Chicken Teriyaki Salad w/ Sweet Onion Sauce, Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Cheese, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,411,g,,230,3,32,22,20,1796
Subway,Salads,"Sweet Onion Chicken Teriyaki Salad, Low Fat Chopped Salad","Sweet Onion Chicken Teriyaki Salad w/ Sweet Onion Dressing, Lettuce, Spinach, Tomatoes, Cucumbers, Onions, Green Peppers & Olives, Low Fat Chopped Salad, Salads",,420,g,,240,3,34,22,20,102294
Subway,Salads,"Tuna Salad","Tuna Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Chopped Salads, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,358,g,,310,24,10,4,15,24065
Subway,Salads,"Turkey Breast & Ham Salad","Turkey Breast & Ham Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Salads, Chopped Salad Meal; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,341,g,,110,"	2.5",12,5,12,27217
Subway,Salads,"Turkey Breast & Ham, Low Fat Chopped Salad","Turkey Breast & Ham w/ Lettuce, Spinach, Tomatoes, Cucumbers, Onions, Green Peppers & Olives, Low Fat Chopped Salad, Salads",,342,g,,110,"	2.5",12,5,12,102295
Subway,Salads,"Turkey Breast Salad","Turkey Breast Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Low Fat Chopped Salad, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,341,g,,110,2,12,5,12,1895
Subway,Salads,"Veggie Delite Salad","Veggie Delite Salad w/ Black Olives, Cucumbers, Green Peppers, Red Onions, Spinach & Tomatoes w/out Dressing or Cheese, Salads; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,284,g,,60,1,10,4,3,1861
Subway,Salads,"Veggie Delite, Low Fat Chopped Salad","Veggie Delite w/ Lettuce, Spinach, Tomatoes, Cucumbers, Onions, Green Peppers & Olives, Low Fat Chopped Salad, Salads",,286,g,,50,1,9,4,3,102296
Subway,Sandwiches,"Bacon, Egg & Cheese Omelet on Flatbread, 6 in","Bacon, Egg & Cheese Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,192,g,,420,18,42,4,22,23957
Subway,Sandwiches,"Bacon, Egg & Cheese on Flatbread, 3 in","Bacon, Egg & Cheese on Flatbread, Breakfast, 3 in",,96,g,,210,9,21,2,11,23956
Subway,Sandwiches,"Bacon, Egg & Cheese, 6 in","Bacon, Egg & Cheese on 9 Grain Wheat Bread w/ American Cheese w/out Veggie or Sauce, 6 in Omelet Sandwiches, Breakfast, 6 in",,183,g,,410,16,45,6,23,23851
Subway,Sandwiches,"Bacon, Egg & Cheese, Breakfast, Footlong","Bacon, Egg & Cheese, Breakfast, Footlong",,366,g,,820,32,90,12,46,102301
Subway,Sandwiches,"Bacon, Egg White & Cheese Omelet on Flatbread, 6 in","Bacon, Egg White & Cheese Omelet on Flatbread, Breakfast & Pizza, 6 in",,192,g,,380,13,43,2,22,23958
Subway,Sandwiches,"Bacon, Egg White & Cheese Omelet Sandwich, 6 in","Bacon, Egg White & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,184,g,,370,11,45,5,23,23852
Subway,Sandwiches,"Bacon, Egg White & Cheese on Flatbread, 3 in","Bacon, Egg White & Cheese on Flatbread, Breakfast, 3 in",,96,g,,190,7,21,1,11,24020
Subway,Sandwiches,"Barbecue Rib Patty, 6 in","Barbecue Rib Patty on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice in Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,163,g,,430,18,47,8,19,23854
Subway,Sandwiches,"Black Forest Ham, 6 in","Black Forest Ham on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Simple $6 Menu, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,217,g,,290,"	4.5",46,8,18,703
Subway,Sandwiches,"Black Forest Ham, Egg & Cheese on Flatbread, 3 in","Black Forest Ham, Egg & Cheese on Flatbread, Breakfast, 3 in",,105,g,,200,8,22,2,12,23960
Subway,Sandwiches,"Black Forest Ham, Egg & Cheese, 6 in","Black Forest Ham, Egg & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ American Cheese, Honey Mustard & Regular Egg w/out Veggie, 6 in Omelet Sandwiches, Breakfast, 6 in, also Called Egg & Cheese w/ Ham, also called Egg & Cheese w/ Ham Omelet Sandwich on 9 G",,202,g,,390,13,45,7,24,23856
Subway,Sandwiches,"Black Forest Ham, Egg & Cheese, Breakfast, Footlong","Black Forest Ham, Egg & Cheese, Breakfast, Footlong",,404,g,,780,26,90,14,48,102302
Subway,Sandwiches,"Black Forest Ham, Egg White & Cheese on Flatbread, 3""","Black Forest Ham, Egg White & Cheese on Flatbread, 3""",,105,g,,180,5,22,1,12,64272
Subway,Sandwiches,"Black Forest Ham, Footlong","Black Forest Ham, All Sandwiches, Footlong",,434,g,,580,9,92,16,36,102299
Subway,Sandwiches,"Black Forest Ham, Kids","Black Forest Ham on Mini Wheat w/ Lettuce, Tomatoes, Green Peppers, Red Onions & Cucumbers w/out Cheese or Sauce, Kids Meal, Fresh Fit For Kids; Choice of Adding Apple Slices & Milk",,135,g,,180,"	2.5",30,5,10,23931
Subway,Sandwiches,"BLT, 6 in","BLT on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Onions & Tomatoes, 6 in Sandwiches, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,153,g,,320,9,43,6,15,23857
Subway,Sandwiches,"Buffalo Chicken, 6""","Buffalo Chicken on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Onions & Tomatoes, 6 in Sandwiches, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,269,g,,420,16,46,8,25,34506
Subway,Sandwiches,"Chicken & Bacon Ranch Melt, 6 in","Chicken & Bacon Ranch Melt on 9 Grain Wheat Bread w/ Monterey Cheese, Cucumbers, Green Peppers, Lettuce, Red Onions, Tomatoes & Ranch Sauce, All Sandwiches, Featured Products, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,289,g,,570,28,47,8,35,436
Subway,Sandwiches,"Chicken & Bacon Ranch Melt, Footlong","Chicken & Bacon Ranch Melt w/ Monterey Cheddar Cheese, Chicken, Bacon, Lettuce, Tomatoes, Onion & Green Peppers, All Sandwiches, Footlong",,578,g,,1140,56,94,16,70,23908
Subway,Sandwiches,"Chicken Pizziola Melt, 6 in","Chicken Pizziola Melt on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,293,g,,460,16,49,9,32,23862
Subway,Sandwiches,"Cold Cut Combo, 6 in","Cold Cut Combo on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,224,g,,360,12,46,7,17,705
Subway,Sandwiches,"Cold Cut Combo, Footlong","Cold Cut Combo w/ Turkey, Ham, Salami, Bologna & Vegetables, All Sandwiches, Footlong",,448,g,,720,24,92,14,34,23909
Subway,Sandwiches,"Egg & Cheese Omelet on Flatbread w/ Regular Egg, 6 in","Egg & Cheese Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,183,g,,370,14,42,3,19,23968
Subway,Sandwiches,"Egg & Cheese Omelet w/ Ham on Flatbread, 6 in","Egg & Cheese Omelet on Flatbread w/ Ham & Regular Egg, Breakfast & Pizza, 6 in",,211,g,,400,15,43,4,23,23967
Subway,Sandwiches,"Egg & Cheese on Flatbread, 3 in","Egg & Cheese on Flatbread, Breakfast, 3 in",,91,g,,190,7,21,2,9,23966
Subway,Sandwiches,"Egg & Cheese Sandwich, 6 in","Egg & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ American Cheese & Regular Egg w/out Veggies or Sauces, 6 in Omelet Sandwiches, Breakfast, 6 in",,174,g,,360,12,44,6,19,23864
Subway,Sandwiches,"Egg & Cheese, Breakfast, Footlong","Egg & Cheese w/ Egg Omelet & Cheese, Breakfast, Footlong",,348,g,,720,24,88,12,38,23910
Subway,Sandwiches,"Egg White & Cheese Omelet on Flatbread, 6 in","Egg White & Cheese Omelet on Flatbread, Breakfast & Pizza, 6 in",,183,g,,330,10,42,2,19,23970
Subway,Sandwiches,"Egg White & Cheese Omelet Sandwich, 6 in","Egg White & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,174,g,,320,8,44,5,19,23865
Subway,Sandwiches,"Egg White & Cheese Omelet w/ Ham on Flatbread, 6 in","Egg White & Cheese Omelet w/ Ham on Flatbread, Breakfast & Pizza, 6 in",,211,g,,360,11,43,3,23,23971
Subway,Sandwiches,"Egg White & Cheese on Flatbread, 3 in","Egg White & Cheese on Flatbread, Breakfast, 3 in",,91,g,,170,5,21,1,9,23969
Subway,Sandwiches,"Egg White, Cheese & Ham Omelet Sandwich, 6 in","Egg White, Cheese & Ham Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,203,g,,350,9,45,6,24,23866
Subway,Sandwiches,"Italian BMT, 6 in","Italian BMT on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Simple $6 Menu, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,224,g,,410,16,46,8,20,582
Subway,Sandwiches,"Italian BMT, Footlong","Italian BMT w/ Genoa Salami, Spicy Pepperoni & Black Forest Ham, All Sandwiches, Footlong",,448,g,,820,32,92,16,40,23912
Subway,Sandwiches,"Meatball Marinara, 6 in","Meatball Marinara on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Simple $6 Menu, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,299,g,,480,18,59,12,21,758
Subway,Sandwiches,"Meatball Marinara, Footlong","Meatball Marinara w/ Marinara Sauce, All Sandwiches, Footlong",,598,g,,960,36,118,24,42,23913
Subway,Sandwiches,"Mega Melt Omelet on Flatbread, 6 in","Mega Melt Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,249,g,,560,29,43,4,32,26992
Subway,Sandwiches,"Mega Melt Omelet Sandwich w/ Egg White, 6 in","Mega Melt Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,241,g,,510,22,46,6,32,23868
Subway,Sandwiches,"Mega Melt Omelet Sandwich, 6 in","Mega Melt Omelet Sandwich on 9 Grain Wheat Bread w/ Regular Egg, 6 in Omelet Sandwich, Breakfast, 6 in",,240,g,,550,26,46,7,32,23867
Subway,Sandwiches,"Mega Melt Omelet w/ Egg White on Flatbread, 6 in","Mega Melt Omelet w/ Egg White on Flatbread, Breakfast & Pizza, 6 in",,249,g,,520,24,44,3,32,23980
Subway,Sandwiches,"Monterey Chicken Melt, 6","Monterey Chicken on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions, Tomatoes & Monterey Cheddar w/out Sauce, All Sandwiches, Featured Products, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,245,g,,360,8,45,6,28,102298
Subway,Sandwiches,"Monterey Chicken Melt, Footlong","Monterey Chicken Melt w/ Monterey Cheddar Cheese, Spinach, Tomatoes, Cucumbers, Red Onion & Chicken Strips, All Sandwiches, Footlong",,490,g,,720,16,90,12,56,102300
Subway,Sandwiches,"Oven Roasted Chicken, 6 in","Oven Roasted Chicken on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,231,g,,320,5,47,8,23,440
Subway,Sandwiches,"Oven Roasted Chicken, Footlong","Oven Roasted Chicken, All Sandwiches, Footlong",,462,g,,640,10,94,16,46,442
Subway,Sandwiches,"Pastrami Melt, Big Hot, 6 in","Pastrami on 9 Grain Wheat Bread, Big Hot w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,287,g,,580,28,47,8,29,23869
Subway,Sandwiches,"Roast Beef, 6 in","Roast Beef on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,231,g,,320,5,45,7,24,701
Subway,Sandwiches,"Roast Beef, Footlong","Roast Beef, All Sandwiches, Footlong",,462,g,,640,10,90,14,48,713
Subway,Sandwiches,"Roast Beef, Kids","Roast Beef on Mini Wheat t w/ Lettuce, Tomatoes, Green Peppers, Red Onions & Cucumbers w/out Cheese or Sauce, Kids Meal, Fresh Fit For Kids; Choice of Adding Apple Slices & Milk",,144,g,,200,3,30,5,14,23932
Subway,Sandwiches,"Sausage, Egg & Cheese Omelet on Flatbread, 6 in","Sausage, Egg & Cheese Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,240,g,,510,25,43,4,28,23987
Subway,Sandwiches,"Sausage, Egg & Cheese, 6 in","Sausage, Egg & Cheese on 9 Grain Wheat Bread w/ Regular Egg, 6 in Omelet Sandwiches, Breakfast, 6' in",,231,g,,500,23,45,7,29,26987
Subway,Sandwiches,"Sausage, Egg White & Cheese Omelet on Flatbread, 6 in","Sausage, Egg White & Cheese Omelet on Flatbread, Breakfast & Pizza, 6 in",,240,g,,470,21,43,2,28,23986
Subway,Sandwiches,"Sausage, Egg White & Cheese Omelet Sandwich, 6 in","Sausage, Egg White & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,231,g,,460,19,45,5,29,23871
Subway,Sandwiches,"Spicy Italian, 6 in","Spicy Italian on 9 Grain Wheat Bread w/ Pepperoni, Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,219,g,,480,24,46,8,20,581
Subway,Sandwiches,"Spicy Italian, Footlong","Spicy Italian, All Sandwiches, Footlong",,438,g,,960,48,92,16,40,23919
Subway,Sandwiches,"Steak & Cheese, 6 in","Steak & Cheese on 9 Grain Wheat Bread w/ American Cheese, Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Sauce, All Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,242,g,,380,10,48,8,26,23874
Subway,Sandwiches,"Steak & Cheese, Footlong","Steak & Cheese, All Sandwiches, Footlong",,484,g,,760,20,96,16,52,34514
Subway,Sandwiches,"Steak, Egg & Cheese Omelet on Flatbread, 6 in","Steak, Egg & Cheese Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,225,g,,440,17,44,5,28,23990
Subway,Sandwiches,"Steak, Egg & Cheese on Flatbread, 3 in","Steak, Egg & Cheese on Flatbread, Breakfast, 3 in",,108,g,,210,8,22,2,13,23989
Subway,Sandwiches,"Steak, Egg & Cheese, 6 in","Steak, Egg & Cheese on 9 Grain Wheat Bread w/ Regular Egg & Cheese, 6 in Omelet Sandwiches, Breakfast, 6 in",,217,g,,430,15,47,7,28,102305
Subway,Sandwiches,"Steak, Egg White & Cheese Omelet on Flatbread, 6 in","Steak, Egg White & Cheese Omelet on Flatbread, Breakfast & Pizza, 6 in",,225,g,,400,12,45,3,28,23988
Subway,Sandwiches,"Steak, Egg White & Cheese Omelet Sandwich, 6 in","Steak, Egg White & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,217,g,,390,10,47,6,28,23877
Subway,Sandwiches,"Steak, Egg White & Cheese on Flatbread, 3 in","Steak, Egg White & Cheese on Flatbread, Breakfast, 3 in",,108,g,,190,6,22,1,13,27816
Subway,Sandwiches,"Steak, Egg White & Cheese, Breakfast, 6 in","Steak, Egg White & Cheese Sandwich on 9 Grain Wheat Bread w/ American Cheese w/out Veggie or Sauce, Breakfast, 6 in",,216,g,,430,15,47,7,28,23876
Subway,Sandwiches,"Steak, Egg White & Cheese, Breakfast, Footlong","Steak, Egg White & Cheese, Breakfast, Footlong",,432,g,,860,30,94,14,56,102303
Subway,Sandwiches,"Subway Club, 6 in","Subway Club on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,238,g,,310,"	4.5",46,7,23,706
Subway,Sandwiches,"Subway Club, Footlong","Subway Club, All Sandwiches, Footlong",,476,g,,620,9,92,14,46,717
Subway,Sandwiches,"Subway Melt, 6 in","Subway Melt on 9 Grain Wheat Bread w/ Bacon, American Cheese, Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Sauce, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,236,g,,370,11,47,8,23,583
Subway,Sandwiches,"Subway Seafood Sensation, 6 in","Subway Seafood Sensation on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait, Apple Slices & Beverage",,233,g,,420,19,51,8,13,23887
Subway,Sandwiches,"Sunrise Subway Melt on Flatbread, 3 in","Sunrise Subway Melt on Flatbread, Breakfast, 3 in",,147,g,,240,10,23,3,16,23993
Subway,Sandwiches,"Sweet Onion Chicken Teriyaki, 6 in","Sweet Onion Chicken Teriyaki on 9 Grain Wheat Bread w/ Sweet Onion Sauce, Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese, All Sandwiches, Fresh Fit Choice, Simple $6 Menu, Featured Products, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,266,g,,370,"	4.5",57,16,25,435
Subway,Sandwiches,"Sweet Onion Chicken Teriyaki, Footlong","Sweet Onion Chicken Teriyaki w/ Chicken Strips & Sweet Onion Sauce, All Sandwiches, Footlong",,532,g,,740,9,114,32,50,439
Subway,Sandwiches,"The Big Philly Cheesesteak, 6 in","The Big Philly Cheesesteak on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Onions & Tomatoes, 6 in Sandwiches, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,297,g,,500,17,51,8,38,23947
Subway,Sandwiches,"Tuna, 6 in","Tuna on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Simple $6 Menu, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,234,g,,480,25,44,6,20,793
Subway,Sandwiches,"Tuna, Footlong","Tuna w/ Mayo, All Sandwiches, Footlong",,468,g,,960,50,88,12,40,27745
Subway,Sandwiches,"Turkey & Bacon Avocado, 6 in","Turkey & Bacon Avocado on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,264,g,,390,12,49,7,22,23881
Subway,Sandwiches,"Turkey Breast & Black Forest Ham, 6 in","Turkey Breast & Black Forest Ham on 9 Grain Wheat Bread w/ Cucumber, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Low Fat Sandwiches, Fresh Fit Choice, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,217,g,,280,4,46,8,18,704
Subway,Sandwiches,"Turkey Breast & Black Forest Ham, Footlong","Turkey Breast & Black Forest Ham, All Sandwiches, Footlong",,434,g,,560,8,92,16,36,716
Subway,Sandwiches,"Turkey Breast, 6 in","Turkey Breast on 9 Grain Wheat Bread w/ Cucumber, Green Peppers, Lettuce, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Simple $6 Menu, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,217,g,,280,"	3.5",46,7,18,702
Subway,Sandwiches,"Turkey Breast, Footlong","Turkey Breast w/ Lettuce, Tomatoes, Banana Peppers or Jalapenos, All Sandwiches, Footlong",,434,g,,560,7,92,14,36,714
Subway,Sandwiches,"Turkey Breast, Kids","Turkey Breast on Mini Wheat t w/ Lettuce, Tomatoes, Green Peppers, Red Onions & Cucumbers w/out Cheese or Sauce, Kids Meal, Fresh Fit For Kids; Choice of Adding Apple Slices & Milk",,135,g,,180,2,30,5,10,23933
Subway,Sandwiches,"Turkey, Egg & Cheese Omelet on Flatbread, 6 in","Turkey, Egg & Cheese Omelet on Flatbread w/ Regular Egg, Breakfast & Pizza, 6 in",,211,g,,400,15,43,4,23,102308
Subway,Sandwiches,"Turkey, Egg & Cheese, 6 in","Turkey, Egg & Cheese on 9 Grain Wheat Bread w/ Regular Egg, 6 in Omelet Sandwiches, Breakfast, 6 in",,203,g,,390,13,45,6,24,102306
Subway,Sandwiches,"Turkey, Egg White & Cheese Omelet Sandwich, 6 in","Turkey, Egg White & Cheese Omelet Sandwich on 9 Grain Wheat Bread w/ Egg White, 6 in Omelet Sandwich, Breakfast, 6 in",,203,g,,350,8,45,5,24,102304
Subway,Sandwiches,"Turkey, Egg White & Cheese Omelete on Flatbread, 6 in","Turkey, Egg White & Cheese Omelete on Flatbread, Breakfast & Pizza, 6 in",,211,g,,360,11,43,2,23,102307
Subway,Sandwiches,"Veggie Delite, 6 in","Veggie Delite on 9 Grain Wheat Bread w/ Cucumbers, Green Peppers, Lettuce, Red Onions, Red Onions & Tomatoes w/out Cheese or Sauce, All Sandwiches, Fresh Fit Choice, Low Fat Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,160,g,,230,"	2.5",44,6,8,833
Subway,Sandwiches,"Veggie Delite, Footlong","Veggie Delite w/ Lettuce, Tomatoes, Green Peppers, Cucumbers & Onions, All Sandwiches, Footlong; Choice of Adding: Fat Free Condiments",,320,g,,460,5,88,12,16,834
Subway,Sandwiches,"Veggie Delite, Kids","Veggie Delite on Mini Wheat w/ Lettuce, Tomatoes, Green Peppers, Red Onions & Cucumbers w/out Cheese or Sauce, Kids Meal, Fresh Fit For Kids; Choice of Adding Apple Slices & Milk",,107,g,,150,"	1.5",29,4,6,23934
Subway,Sandwiches,"Veggie Patty, 6""","Veggie Patty on 9 Grain Wheat Bread w/ Lettuce, Tomatoes, Onions, Green Peppers & Cucumbers, 6 in Limited Time Offer, Regional Subs, Sandwiches, 6 in; Choice of Adding: Chips, Cookies, Yogurt Parfait or Apple Slices & Beverage",,247,g,,390,7,56,8,23,27759
Subway,Soup,"Beef Chili","Beef Chili, Soup, Bowl, 8 oz",,227,g*,,350,24,17,7,15,64276
Subway,Soup,"Black Bean Soup, 8 oz","Black Bean Soup, Soup, Bowl, 8 oz",,227,g*,,210,0,37,6,12,102310
Subway,Soup,"Chicken & Dumpling, 8 oz","Chicken & Dumpling, Soup, Bowl, 8 oz",,227,g*,,150,"	4.5",20,3,8,34534
Subway,Soup,"Chicken Noodle, 8 oz","Chicken Noodle, Soup, Bowl, 8 oz",,227,g*,,110,3,14,2,8,34535
Subway,Soup,"Clam Chowder, 8 oz","Clam Chowder, Soup, Bowl, 8 oz",,227,g*,,200,11,20,3,5,34547
Subway,Soup,"Creamy Broccoli & Cheese, 8 oz","Creamy Broccoli & Cheese, Soup, Bowl, 8 oz",,227,g*,,160,10,12,1,6,34543
